,Unnamed: 0,id,x,y,Aperture Sum,Median Flux Background Subtracted,Aperture Area (pixels),Sum with bkg subtraction,EXP-TIME,OBS-TIME,JulianDate,mag,phase,residualFactor,correctedflux,Unnamed: 0.1,phaseII,year,colour,error,CalibratedMag
17,18,18,1149.8049728334452,885.8782193786019,4282.157100256172,0.1163021922111511,1385.442360233099,1870.0315985773832,32.0,2022-03-24 21:01:02.302,2459663.375721088,-8.433133124476722,0.49961443989990073,0.26300277500674785,2361.8550983535397,,0.49956096581042786,2022,black,0.025106453272118214,10.888565798325615
18,19,19,1147.585302484863,899.3644294751647,4208.789197605004,0.1529337167739868,1385.4423602330987,2350.777269048536,32.0,2022-03-20 21:46:13.399,2459659.4070995254,-8.33137753364602,0.020723756905285527,-0.0851718266289562,2150.5572750458427,,0.020723626524779583,2022,black,0.022392578043630387,10.990321389156318
19,19,19,1152.8176785576643,890.3071616723544,5058.496013400942,0.1632485389709472,1385.442360233099,3100.772744103059,32.0,2022-03-22 21:21:44.632,2459661.3900999073,-8.857396165224069,0.2573694527469037,0.12587072876697764,3491.069269144092,,0.257342668125478,2022,black,0.019497317721933926,10.464302757578269
20,15,15,1149.5257385178406,885.6706278019643,4244.569220917374,0.1347378492355346,1385.442360233099,1857.0635974350132,32.0,2022-03-24 21:03:44.636,2459663.3775999537,-8.380145995934512,0.5036286033003385,0.21124395169247517,2249.3570503014294,,0.5035751039563383,2022,black,0.025193960803734348,10.941552926867825
21,19,19,1147.7983863878871,899.2775328395556,4282.511763364472,0.1389091610908508,1385.4423602330987,2361.4980737023297,32.0,2022-03-20 21:48:28.428,2459659.408662361,-8.381707463205817,0.02406272798405542,-0.04611638342532202,2252.5943230773137,,0.024062576596898002,2022,black,0.022341690951415968,10.93999145959652
22,18,18,1152.7630209973397,890.3400816423724,5025.805269738745,0.1678221225738525,1385.4423602330987,3077.178963598852,32.0,2022-03-22 21:24:38.253,2459661.39210941,-8.83684327591464,0.26166271999489155,0.1132291133240879,3425.605209186686,,0.2616359083629991,2022,black,0.019571921284270922,10.484855646887697
23,16,16,1149.8984015161268,885.8707241065064,4230.966042752523,0.1301472187042236,1385.4423602330987,1880.4838809237092,32.0,2022-03-24 21:06:19.382,2459663.3793909955,-8.416412429888592,0.5074551328588495,0.23678826776203524,2325.7604016420637,,0.5074016094407945,2022,black,0.025036581520104777,10.905286492913746
24,21,21,1147.6261983491995,899.1150082938673,4514.2135887072,0.1507822871208191,1385.442360233099,2448.498472102928,32.0,2022-03-20 21:55:18.694,2459659.4134108103,-8.394933061074832,0.034207706789304716,-0.06873477262940388,2280.2014863394907,,0.034207491576486955,2022,black,0.0219411769112959,10.926765861727505
25,20,20,1152.8359747486966,890.2499951942833,4997.668900798498,0.1549218893051147,1385.442360233099,3082.437296115244,32.0,2022-03-22 21:27:30.247,2459661.394100081,-8.829733140595037,0.26591575440848114,0.1040760914792213,3403.245322124698,,0.26588891601924036,2022,black,0.019555220279730275,10.4919657822073
26,18,18,1149.8039975217453,885.8422265772768,4189.84739814483,0.1305398344993591,1385.442360233099,1855.866544973756,32.0,2022-03-24 21:09:08.380,2459663.381346991,-8.393648902366277,0.5116340827460721,0.22719285479826604,2277.506163450938,,0.5115805330367618,2022,black,0.025202084672152056,10.92805002043606
27,20,20,1147.6510970176168,899.1532135933815,4630.074205218172,0.1492873430252075,1385.442360233099,2510.339340976981,32.0,2022-03-20 21:57:39.415,2459659.4150395254,-8.445077637627014,0.03768742812144989,-0.04874134145375731,2387.982033993622,,0.037687191016470875,2022,black,0.021669237107892834,10.876621285175323
28,19,19,1152.9031656992615,890.3223858849684,4943.429012190793,0.154206097126007,1385.442360233099,3045.15322987904,32.0,2022-03-22 21:30:24.141,2459661.396112743,-8.785091183005612,0.2702157709034658,0.07257414120094545,3266.1526103627966,,0.27018890546129626,2022,black,0.019674570589856683,10.536607739796725
29,18,18,1149.716470997476,885.8344961123897,4183.708264397457,0.1148422360420227,1385.4423602330987,1857.6645551420463,32.0,2022-03-24 21:11:54.673,2459663.3832716784,-8.412264346544905,0.5157461440537912,0.2472067250001382,2316.89172596755,,0.5156925684740443,2022,black,0.02518988532908345,10.909434576257432
30,21,21,1147.772003583504,899.1921237953912,4695.080515603854,0.1371300220489502,1385.442360233099,2562.9089538068497,32.0,2022-03-20 21:59:58.202,2459659.4166458566,-8.449466257379171,0.04111932670095681,-0.06447946552697541,2397.6539542710843,,0.04111906800468645,2022,black,0.021445849239835262,10.872232665423166
31,19,19,1152.8206891087823,890.1463512383959,4931.122298595463,0.1618118286132812,1385.442360233099,3038.948016059986,32.0,2022-03-22 21:33:11.352,2459661.3980480554,-8.810272849797464,0.27435053232450013,0.09998273529869009,3342.790351136191,,0.27432364086907945,2022,black,0.019694647053661366,10.511426073004873
32,18,18,1149.8052330992475,885.8381150747653,4156.741647777126,0.1208537817001342,1385.442360233099,1859.077712049036,32.0,2022-03-24 21:14:40.451,2459663.385190405,-8.356633541619402,0.5198454699383355,0.18401136854183406,2201.169146068801,,0.5197918685682765,2022,black,0.02518030960573031,10.965065381182935
33,19,19,1147.7161270961574,899.2543387315101,4782.478155540954,0.1493393182754516,1385.442360233099,2617.8290124372056,32.0,2022-03-20 22:02:20.726,2459659.41829544,-8.448054827864814,0.044643632460419594,-0.08529583916354556,2394.5390900346983,,0.044643351591491534,2022,black,0.021219698042103205,10.873644094937523
34,19,19,1152.9525752999728,890.2969600677282,4874.814439044007,0.1480643153190612,1385.4423602330987,3035.729075914797,32.0,2022-03-22 21:36:01.612,2459661.4000186576,-8.775252116772439,0.27856068952006563,0.06619793347174256,3236.688067320439,,0.2785337715770524,2022,black,0.019705085912314797,10.546446806029898
35,19,19,1149.7278972784436,885.9098201952528,4160.954444019529,0.1340351104736328,1385.4423602330987,1877.731641053304,32.0,2022-03-24 21:17:31.219,2459663.3871668866,-8.387547543989589,0.5240681884535636,0.20610604209466687,2264.743477706724,,0.524014560516882,2022,black,0.025054923184399214,10.934151378812748
36,21,21,1147.7516274846737,899.1992055904104,5773.7753893118825,0.1745572090148925,1385.442360233099,3351.893780495591,32.0,2022-03-20 22:20:57.116,2459659.4312166204,-8.7206139430275,0.07224950917830732,-0.08176185603024448,3077.8367237860384,,0.07224905463101632,2022,black,0.018752739208872504,10.601084979774837
37,21,21,1152.671306817152,890.2176492510677,4816.889468415393,0.136556327342987,1385.442360233099,2993.577729560628,32.0,2022-03-22 21:39:00.233,2459661.40208603,-8.761471239953117,0.2829775951334055,0.0675739223040371,3195.8655184690533,,0.28295064940207215,2022,black,0.019843330608243462,10.56022768284922
38,19,19,1149.8256384263948,885.8629892222257,4137.357037949174,0.1371264457702636,1385.4423602330987,1864.898464107659,32.0,2022-03-24 21:20:14.341,2459663.3890548726,-8.40499942836223,0.5281018375190474,0.23408359757854072,2301.440605704675,,0.5280481842052502,2022,black,0.02514098229421355,10.916699494440108
39,22,22,1147.6622041885564,899.2794489571662,5876.346003191455,0.1602453589439392,1385.4423602330987,3435.5540143926523,32.0,2022-03-20 22:23:14.505,2459659.432806771,-8.741702737754974,0.07564683776449892,-0.08655098016557562,3138.20344703519,,0.07564636184340866,2022,black,0.018523005144036483,10.579996185047364
40,18,18,1152.8736091141263,890.606129099774,4825.742162298523,0.1398266553878784,1385.442360233099,3042.836312734593,32.0,2022-03-22 21:41:48.978,2459661.404039097,-8.764622831124694,0.28715028823785005,0.05334476700839615,3205.155706882107,,0.2871233162546236,2022,black,0.019682059601943722,10.557076091677644
41,17,17,1149.8169441853768,886.0207593037195,4135.708616783802,0.1180706024169921,1385.442360233099,1871.712057709088,32.0,2022-03-24 21:22:58.923,2459663.390959757,-8.418642297771456,0.5321715896836299,0.2451391283584867,2330.5419200739634,,0.532117910765578,2022,black,0.02509518021262786,10.903056625030882
42,21,21,1147.6442202337505,899.251716605137,6040.81900141477,0.1983050107955932,1385.4423602330987,3574.8130625342205,32.0,2022-03-20 22:25:30.241,2459659.4343777895,-8.77399920319409,0.07900329182049139,-0.09562958831482844,3232.9551610616018,,0.07900279478275804,2022,black,0.018158633770798228,10.547699719608246
43,22,22,1152.7622417368552,890.2921192425628,4843.220952139469,0.1497161388397216,1385.442360233099,3097.141448634109,32.0,2022-03-22 21:44:44.395,2459661.4060693868,-8.754913345090484,0.29148796680452094,0.02566207594765522,3176.6205277095883,,0.29146096753142015,2022,black,0.01950874435226651,10.566785577711853
44,19,19,1149.7710538454214,885.8102104211821,4092.721749515372,0.113150954246521,1385.442360233099,1829.26756799734,32.0,2022-03-24 21:25:36.442,2459663.3927828935,-8.351289675451737,0.5360666891641301,0.19739829541415924,2190.36186777642,,0.5360129857406264,2022,black,0.025384652380498463,10.9704092473506
45,19,19,1147.9293242532408,899.2838214224538,6189.093926173418,0.1735218167304992,1385.442360233099,3687.714284900497,32.0,2022-03-20 22:27:48.191,2459659.435974433,-8.808161402963734,0.08241449297450816,-0.09529436452361945,3336.2958955762306,,0.08241397447569832,2022,black,0.017878505194947537,10.513537519838604
46,25,25,1152.8270257369486,890.2420166885304,4831.477397152008,0.1544454097747802,1385.442360233099,3114.2158302853823,32.0,2022-03-22 21:47:40.744,2459661.408110463,-8.762633228156275,0.29584869070689823,0.02731725643983629,3199.287662730286,,0.29582166399893683,2022,black,0.019455190328700946,10.559065694646062
47,18,18,1149.7806728627704,885.869472256236,4080.7853194217646,0.1146656274795532,1385.4423602330987,1847.7799232585007,32.0,2022-03-24 21:28:07.856,2459663.39453537,-8.365196152413368,0.5398108249818101,0.20068259980814568,2218.5972021313123,,0.5397570980026192,2022,black,0.02525717165301768,10.956502770388969
48,21,21,1147.613789431861,899.2480817278199,6334.112162057425,0.1730498671531677,1385.4423602330987,3813.002793950988,32.0,2022-03-20 22:30:10.814,2459659.437625162,-8.812140747769838,0.08594124613190911,-0.12180860849064061,3348.5462294488934,,0.08594070544504413,2022,black,0.017582323889944285,10.509558175032499
49,19,19,1152.860429057224,890.2306011421409,4798.689113024278,0.1775717735290527,1385.442360233099,3110.0423389490293,32.0,2022-03-22 21:50:33.103,2459661.410105359,-8.751587722829509,0.30011075064654325,0.018283690183157862,3166.9053895308766,,0.3000836971244505,2022,black,0.019468239804822075,10.570111199972828
50,19,19,1149.7926002400702,885.8325635852195,3955.055449970818,0.1236024498939514,1385.442360233099,1838.890302084721,32.0,2022-03-24 21:30:39.485,2459663.396290336,-8.36666598563436,0.5435602784181821,0.20812138490683219,2221.602698446336,,0.5435065278498481,2022,black,0.025318147554649974,10.955032937167978
51,22,22,1147.6522083097937,899.2236439467918,6462.790253697416,0.1678935289382934,1385.442360233099,3927.538522926568,32.0,2022-03-20 22:32:27.679,2459659.4392092475,-8.887094584273664,0.08932561743730935,-0.08648142974279292,3587.879376093981,,0.08932505545816395,2022,black,0.017324057283444945,10.434604338528674
52,23,23,1152.809347810907,890.345980876312,4794.10023942357,0.1608797311782837,1385.442360233099,3120.624181805875,32.0,2022-03-22 21:53:23.709,2459661.412079965,-8.737031471701984,0.30432946279124273,0.0013159154966571314,3124.7306595259565,,0.3043023827277356,2022,black,0.01943520397918483,10.584667451100353
53,21,21,1149.8132151334185,885.8646695148072,3909.5042714457786,0.0955045223236084,1385.442360233099,1794.3717714504114,32.0,2022-03-24 21:33:18.242,2459663.398127801,-8.33912826162797,0.5474859902704523,0.20708784357277785,2165.9643521679427,,0.5474322150040738,2022,black,0.025630296106526722,10.982570661174368
54,23,23,1147.661200173346,899.1551521216214,6651.107703610942,0.1787781715393066,1385.4423602330987,4072.484596271851,32.0,2022-03-20 22:34:44.664,2459659.440794722,-8.910712705346855,0.09271295646142892,-0.09962043059090607,3666.781927216417,,0.09271237317133214,2022,black,0.017012969078756233,10.410986217455482
55,26,26,1152.71852397384,890.269834933054,4773.765326477469,0.1357640624046325,1385.442360233099,3096.8430078102883,32.0,2022-03-22 21:56:14.919,2459661.4140615626,-8.757204086896891,0.3085631110275058,0.027927405917908783,3183.329799553444,,0.30853600432861583,2022,black,0.01950968435236624,10.564494835905446
56,20,20,1149.7783651100003,885.8183594130354,3916.2286088411215,0.102593183517456,1385.4423602330987,1825.707976898608,32.0,2022-03-24 21:35:55.086,2459663.399943125,-8.343693367903322,0.5513643986959895,0.1913682832443781,2175.0905781432616,,0.5513105990291685,2022,black,0.025409386616026552,10.978005554899015
57,19,19,1147.6173405514228,899.1592173695828,6792.093307198539,0.2015131115913391,1385.4423602330987,4202.16243707486,32.0,2022-03-20 22:37:03.337,2459659.4423997337,-8.93197049565198,0.09614203555892088,-0.11015295627002977,3739.281821904191,,0.09614143069527113,2022,black,0.01674840366866232,10.389728427150358
58,24,24,1152.8070010062763,890.2359716592955,4736.079541220382,0.1273964643478393,1385.442360233099,3058.1242443472734,32.0,2022-03-22 21:59:09.745,2459661.416085012,-8.71283222354517,0.3128861748479519,-0.0007417014726828768,3055.8560290915934,,0.3128590409511345,2022,black,0.019632801469121358,10.608866699257167
59,19,19,1149.7726077978791,885.8028754774784,3904.3981551622783,0.1040419340133667,1385.442360233099,1816.5357347833465,32.0,2022-03-24 21:38:29.880,2459663.4017347223,-8.33500880105942,0.5551921151430133,0.18784445510483838,2157.761900062191,,0.5551382913946696,2022,black,0.02547345570725087,10.986690121742917
60,21,21,1147.6147817419906,899.0943371948599,6943.8511837250535,0.1559672355651855,1385.4423602330987,4328.5947995611805,32.0,2022-03-20 22:39:25.414,2459659.4440441434,-8.918817667373089,0.09965528823257346,-0.14654596973010883,3694.2566770907815,,0.0996546612658049,2022,black,0.01650199195895016,10.402881255429248
61,27,27,1152.7829218752274,890.3387847993956,4685.824404379726,0.1471650600433349,1385.442360233099,3028.122383930475,32.0,2022-03-22 22:02:06.976,2459661.4181362963,-8.719219110932281,0.31726870844854194,0.015112605579378572,3073.885203164904,,0.3172415469796501,2022,black,0.01972982013475784,10.602479811870056
62,20,20,1149.748304455239,885.7049199472714,3918.623358519496,0.109697937965393,1385.442360233099,1839.0962770285653,32.0,2022-03-24 21:41:09.544,2459663.403582685,-8.335839298063595,0.5591402555071205,0.17417074084984666,2159.4130380928254,,0.5590864069196257,2022,black,0.02531672972511361,10.985859624738742
63,19,19,1147.703021158835,899.1880305506397,7039.048603942198,0.2165936231613159,1385.442360233099,4413.987638885375,32.0,2022-03-20 22:41:42.166,2459659.4456269215,-8.97913025351422,0.10303686592276622,-0.11524914949380244,3905.279317627679,,0.10303621768129287,2022,black,0.01634158892356232,10.342568669288116
64,23,23,1152.7846620920857,890.2712633797727,4604.3109790910685,0.1727928519248962,1385.4423602330987,3058.3374140575725,32.0,2022-03-22 22:05:02.077,2459661.4201629283,-8.705520810733933,0.32159857225472255,-0.007517342705716094,3035.346843606388,,0.3215713835451224,2022,black,0.019632117242536065,10.616178112068404
65,20,20,1149.839712590876,885.8414543176485,3907.759379049696,0.1314448714256286,1385.442360233099,1865.1650051114004,32.0,2022-03-24 21:43:48.203,2459663.4054190163,-8.39866588385123,0.5630635448333834,0.22673030755089343,2288.0544403534723,,0.5630096715630852,2022,black,0.025139185846698345,10.923033038951107
66,19,19,1147.6221652513757,899.2473250077068,7150.583809729418,0.2229574918746948,1385.4423602330987,4516.467583808475,32.0,2022-03-20 22:43:59.184,2459659.4472127776,-9.029667240053126,0.1064250197513213,-0.09412557529641416,4091.3524741748965,,0.10642435019377036,2022,black,0.016155127468622212,10.292031682749212
67,31,31,1152.7639165819076,890.3300096271252,4369.5647525042505,0.1376547515392303,1385.442360233099,3047.392410607776,32.0,2022-03-22 22:07:53.177,2459661.422143252,-8.685090002821457,0.3258294995018147,-0.02252058665450282,2978.7633457544093,,0.32580228417394963,2022,black,0.0196673409638222,10.63660891998088
68,20,20,1149.7905463540085,885.7552308358598,3884.319824468376,0.1120352745056152,1385.442360233099,1841.1829078157975,32.0,2022-03-24 21:46:21.669,2459663.407195243,-8.361279205471009,0.5668584223734392,0.20064536215683623,2210.607719151475,,0.5668045252282177,2022,black,0.025302379808224428,10.960419717331328
69,21,21,1147.6311088920677,899.2237474129458,7272.750125260134,0.1846574544906616,1385.4423602330987,4621.106549094699,32.0,2022-03-20 22:46:17.721,2459659.448816215,-9.005082288258095,0.1098507361638413,-0.13446041854335972,3999.7506283699654,,0.10985004505389322,2022,black,0.01597117420414571,10.316616634544243
70,32,32,1152.7862032282933,890.2312733740469,4331.958779757106,0.1273692846298217,1385.442360233099,3028.2269031832293,32.0,2022-03-22 22:10:40.137,2459661.42407566,-8.678684487875985,0.3299580548788086,-0.02212041017769169,2961.241281973695,,0.3299308135767376,2022,black,0.019729479644444953,10.643014434926352
71,20,20,1149.747975037042,885.7219172725445,3859.230803428861,0.124994158744812,1385.4423602330987,1833.1120561415871,32.0,2022-03-24 21:48:52.741,2459663.4089437616,-8.334140658322603,0.5705941017348284,0.17616228627620514,2156.0372669519643,,0.5705401810871233,2022,black,0.025358019470464607,10.987558264479734
72,19,19,1147.7213395015272,899.2550445869199,7345.101778986162,0.2121393680572509,1385.442360233099,4664.907738914346,32.0,2022-03-20 22:48:38.951,2459659.450450822,-9.025994427221844,0.1133430446824555,-0.12591289757103216,4077.5356886061086,,0.1133423316011557,2022,black,0.015896016628708355,10.295704495580493
73,33,33,1152.8133390036205,890.3008273551432,4330.56487766268,0.1414135694503784,1385.442360233099,3038.699326874823,32.0,2022-03-22 22:13:38.310,2459661.4261378474,-8.706929316256657,0.33436388253440796,0.00019342860771446446,3039.2870982548834,,0.33433661351371313,2022,black,0.019695452948716184,10.61476960654568
74,21,21,1149.7800337790668,885.9316607864647,3834.029025941925,0.0980962514877319,1385.442360233099,1834.0122811487847,32.0,2022-03-24 21:53:24.269,2459663.412086447,-8.282046377711676,0.5773083937210135,0.12051148304982426,2055.031821081616,,0.5772544308313154,2022,black,0.025351795214102073,11.03965254509066
75,21,21,1147.7296806836482,899.139749394695,7427.006624370043,0.210870087146759,1385.442360233099,4724.851330559379,32.0,2022-03-20 22:50:54.743,2459659.452022488,-9.044865873280553,0.11670088261264797,-0.12187123930078102,4149.027843392163,,0.11670014840599864,2022,black,0.01579485938537437,10.276833049521784
76,32,32,1152.7745048921106,890.3254314270004,4244.011085370354,0.138442575931549,1385.442360233099,2978.930381171669,32.0,2022-03-22 22:16:24.280,2459661.428058796,-8.670764702106279,0.3384679559730026,-0.013162766422315302,2939.7194163759677,,0.33844066113212534,2022,black,0.019892055441026624,10.650934220696058
77,22,22,1149.8049072199888,885.8966200071702,3838.804576181195,0.1230510473251342,1385.442360233099,1874.8540395950336,32.0,2022-03-24 21:55:57.422,2459663.4138590507,-8.307836279010205,0.5810955311163681,0.12245011493461296,2104.4301322290685,,0.5810415444004473,2022,black,0.02507414346459706,11.013862643792132
78,19,19,1147.640339620874,899.3440384356564,7527.908537594759,0.1974676847457885,1385.442360233099,4790.811758829555,32.0,2022-03-20 22:53:10.907,2459659.4535984606,-9.040839604821675,0.12006792017240722,-0.1371670233080189,4133.670370641851,,0.12006716478253023,2022,black,0.015685749836677004,10.280859317980662
79,33,33,1152.7699798904,890.1037221885592,4206.573703486578,0.1370744407176971,1385.442360233099,2968.7818655812694,32.0,2022-03-22 22:19:23.720,2459661.430135648,-8.665792883226473,0.3429051143017201,-0.014313372238424688,2926.28858564452,,0.34287779154510556,2022,black,0.019926026041659686,10.655906039575864
80,21,21,1149.7733950346974,885.9595658885096,3818.803209603376,0.1101841926574707,1385.4423602330987,1844.572190501373,32.0,2022-03-24 21:58:32.439,2459663.415653229,-8.275577526785815,0.5849287621677703,0.10747862787037406,2042.8242785443108,,0.5848747513356329,2022,black,0.025279123373028546,11.046121396016522
81,21,21,1147.6008377839994,899.0905617215285,7531.305060634226,0.2090620994567871,1385.4423602330987,4780.788401123523,32.0,2022-03-20 22:55:28.454,2459659.4551904397,-9.054740103418062,0.12346915564140501,-0.124216982926098,4186.933289927875,,0.12346837885314918,2022,black,0.01570218452757412,10.266958819384275
82,33,33,1152.7199710006887,890.1708630625421,4193.076197638219,0.1426504552364349,1385.442360233099,2976.6894452555207,32.0,2022-03-22 22:22:07.929,2459661.4320362154,-8.675931736945188,0.3469656429596819,-0.007708737523353427,2953.742927633509,,0.3469382946568418,2022,black,0.019899541683005728,10.64576718585715
83,23,23,1149.6748793191591,885.891921687143,3823.160670979359,0.1072661876678466,1385.442360233099,1860.8840892426963,32.0,2022-03-24 22:01:08.792,2459663.4174628705,-8.33610285725177,0.5887950291118287,0.1607049064513149,2159.937292721184,,0.5887409939556338,2022,black,0.025168085260099556,10.985596065550567
84,20,20,1147.6998980525443,899.1104132921145,7613.7020911896,0.2046049237251281,1385.4423602330987,4850.66458632615,32.0,2022-03-20 22:57:51.827,2459659.4568498493,-9.08129795425096,0.1270144552997667,-0.11545906392571076,4290.611393771338,,0.12701365620677313,2022,black,0.015588675449455741,10.240400968551377
85,34,34,1152.7955650710442,890.2031798025173,4136.301114952299,0.1256150007247924,1385.442360233099,2923.7933778191154,32.0,2022-03-22 22:24:58.438,2459661.434009699,-8.660037182477621,0.35118195645542727,-0.004438267345585438,2910.816801145102,,0.3511545816262629,2022,black,0.020078741973959497,10.661661740324716
86,22,22,1149.793853399711,885.9758633675983,3777.354543603337,0.0964240431785583,1385.442360233099,1828.7366605010177,32.0,2022-03-24 22:03:55.693,2459663.419394595,-8.327249034032615,0.5929221250039554,0.17151658810963608,2142.395333061162,,0.5928680638827366,2022,black,0.025388336870600478,10.994449888769722
87,20,20,1147.6809761414445,899.2126578854984,7649.678886124202,0.2275906205177307,1385.4423602330987,4888.0607456706575,32.0,2022-03-20 23:00:07.916,2459659.4584249537,-9.068949353251664,0.13037963840840533,-0.13215303920817173,4242.088662296118,,0.1303788181438511,2022,black,0.01552893029837142,10.252749569550673
88,31,31,1152.8598601566796,890.3395886446357,4131.87142644033,0.1489358842372894,1385.442360233099,2922.5055236113963,32.0,2022-03-22 22:27:53.438,2459661.436035162,-8.641781831434841,0.3555093221249326,-0.020606106415209123,2862.2840637928234,,0.3554819200707753,2022,black,0.020083165514651544,10.679917091367496
89,27,27,1149.7106143330102,885.8626993944602,3356.4224817360223,0.0921472311019897,1385.442360233099,1835.7122489065173,32.0,2022-03-24 22:06:32.870,2459663.421213773,-8.30668990686784,0.5968087670332878,0.14517367754499824,2102.209346994676,,0.5967546814598244,2022,black,0.025340053935832812,11.015009015934497
